Project,Folder Name,File Name,Summary
"AbdurRKhalid","AbstractFactory","WindowsOSFactory.java","The `WindowsOSFactory` class implements the `GUIFactory` interface, creating Windows-specific `Button` and `CheckBox` components, adhering to Abstract Factory and Factory Method patterns."
"AbdurRKhalid","AbstractFactory","WindowsButton.java","The WindowsButton class implements the Button interface, responsible for painting Windows-style buttons; collaborates within the Abstract Factory pattern."
"AbdurRKhalid","AbstractFactory","Button.java","The `Button` interface defines a `paint()` method, serving as an abstract product in the Abstract Factory pattern, with potential collaboration with concrete button implementations."
"AbdurRKhalid","AbstractFactory","Test.java","The `Test` class serves as an entry point, invoking the `Application.paint` method to initiate the application's painting process."
"AbdurRKhalid","AbstractFactory","CheckBox.java","The `CheckBox` interface defines a contract for painting checkbox components, participating in the Abstract Factory pattern for UI element creation."
"AbdurRKhalid","AbstractFactory","MacOSFactory.java","The MacOSFactory class, implementing GUIFactory, creates MacOS-specific UI components like buttons and checkboxes, adhering to the Abstract Factory pattern."
"AbdurRKhalid","AbstractFactory","MacOSButton.java","The MacOSButton class implements the Button interface, responsible for painting MacOS-specific button representations, collaborating within the Abstract Factory pattern."
"AbdurRKhalid","AbstractFactory","WindowsCheckBox.java","The WindowsCheckBox class implements the CheckBox interface, responsible for painting checkboxes in a Windows-specific manner, collaborating within Abstract Factory and Factory Method patterns."
"AbdurRKhalid","AbstractFactory","Application.java","The Application class utilizes the Memento pattern, creating UI components via GUIFactory, with Button and CheckBox as collaborators, and is instantiated by Test.main."
"AbdurRKhalid","AbstractFactory","MacOSCheckBox.java","The MacOSCheckBox class implements the CheckBox interface, responsible for painting checkboxes in a macOS-specific manner, collaborating within an Abstract Factory and Factory Method pattern context."
"AbdurRKhalid","AbstractFactory","GUIFactory.java","The `GUIFactory` interface defines a contract for creating GUI components, collaborating with concrete factories to produce `Button` and `CheckBox` objects, embodying the Abstract Factory pattern."
"AbdurRKhalid","Adapter","RoundHole.java","The RoundHole class represents a hole with a specific radius, collaborating with RoundPeg to check compatibility via the fits method."
"AbdurRKhalid","Adapter","RoundPeg.java","The `RoundPeg` class represents a peg with a radius, providing access to its size. It participates in the Adapter pattern, suggesting it may need adaptation for compatibility with other components."
"AbdurRKhalid","Adapter","SquarePegAdapter.java","The SquarePegAdapter adapts SquarePeg to fit RoundPeg, implementing the Adapter pattern by delegating to the contained SquarePeg instance."
"AbdurRKhalid","Adapter","Test.java","The `Test` class serves as an entry point, executing the main method to initiate the program, without explicit collaborators or design patterns."
"AbdurRKhalid","Adapter","SquarePeg.java","The SquarePeg class represents a square shape with a width, providing methods to access its width and calculate its area. It collaborates with the Adapter pattern to adapt its interface for use with round holes."
"AbdurRKhalid","Decorator","DataSourceDecorator.java","The `DataSourceDecorator` class implements the `DataSource` interface, decorating a wrapped `DataSource` instance to modify or extend its behavior."
"AbdurRKhalid","Decorator","EncryptionDecorator.java","The EncryptionDecorator class extends DataSourceDecorator, wrapping a DataSource to provide encryption and decryption functionality. It collaborates with itself for encoding and decoding data."
"AbdurRKhalid","Decorator","Test.java","The `Test` class serves as an entry point, invoking data operations through `DataSource` and `DataSourceDecorator` without employing explicit design patterns."
"AbdurRKhalid","Decorator","CompressionDecorator.java","The CompressionDecorator class extends DataSourceDecorator, implementing data compression and decompression, collaborating with DataSource, and overriding writeData and readData methods."
"AbdurRKhalid","Decorator","FileDataSource.java","The FileDataSource class implements the DataSource interface, managing data reading and writing operations for a file identified by a name."
"AbdurRKhalid","Decorator","DataSource.java","The `DataSource` interface defines a contract for writing and reading data, serving as a base for data handling implementations."
"AbdurRKhalid","Facade","Codec.java","The `Codec` interface defines a public contract for encoding and decoding operations, collaborating with Memento pattern participants for state management."
"AbdurRKhalid","Facade","OggCompressionCodec.java","The `OggCompressionCodec` class implements the `Codec` interface, providing OGG compression functionality with a predefined type. It participates in the Memento pattern."
"AbdurRKhalid","Facade","Test.java","The `Test` class serves as an entry point, invoking the `VideoConversionFacade` to convert videos, without employing explicit design patterns."
"AbdurRKhalid","Facade","VideoConversionFacade.java","The VideoConversionFacade class handles video conversion by delegating tasks to CodecFactory, BitrateReader, and AudioMixer, without employing explicit design patterns."
"AbdurRKhalid","Facade","VideoFile.java","The VideoFile class encapsulates video file details, storing name and codec type, and is utilized by CodecFactory for extraction purposes."
"AbdurRKhalid","Facade","AudioMixer.java","The AudioMixer class is responsible for fixing audio in a video file, collaborating with VideoConversionFacade for video conversion tasks."
"AbdurRKhalid","Facade","CodecFactory.java","The CodecFactory class, adhering to the Memento pattern, statically extracts codecs from VideoFile objects, collaborating with VideoConversionFacade and utilizing VideoFile's getCodecType method."
"AbdurRKhalid","Facade","MPEG4CompressionCodec.java","The MPEG4CompressionCodec class implements the Codec interface, providing MP4 compression functionality with a type field, and participates in the Memento pattern."
"AbdurRKhalid","Facade","BitrateReader.java","The BitrateReader class provides static methods to read and convert video files, collaborating with VideoFile and Codec, without explicit design patterns."
"AbdurRKhalid","FactoryMethod","WindowsButton.java","The WindowsButton class implements the Button interface, rendering and handling click events specific to Windows OS, participating in Factory Method and Memento patterns."
"AbdurRKhalid","FactoryMethod","Button.java","The `Button` interface defines a contract for rendering and click handling, collaborating with concrete implementations in a Memento pattern context."
"AbdurRKhalid","FactoryMethod","Test.java","The `Test` class serves as an entry point, utilizing a static `Dialog` instance to facilitate dialog operations without employing design patterns."
"AbdurRKhalid","FactoryMethod","Dialog.java","The abstract `Dialog` class defines the factory method `createButton()` to delegate button creation, adhering to the Factory Method pattern. It collaborates with a concrete button subclass and uses the Memento pattern."
"AbdurRKhalid","FactoryMethod","WindowsDialog.java","The WindowsDialog class, extending Dialog, creates Windows-specific buttons, adhering to the Factory Method pattern, with Memento pattern involvement."
"AbdurRKhalid","FactoryMethod","HtmlDialog.java","The `HtmlDialog` class, extending `Dialog`, is responsible for creating HTML-specific buttons, collaborating with the `Button` class, and participates in the Memento pattern."
"AbdurRKhalid","FactoryMethod","HtmlButton.java","The HtmlButton class implements the Button interface, rendering and handling click events, participating in Factory Method and Memento patterns."
"AbdurRKhalid","Memento","TextEditor.java","The TextEditor class manages text editing operations, collaborating with a TextWindow and maintaining a saved state for undo functionality."
"AbdurRKhalid","Memento","TextWindow.java","The TextWindow class manages text content via a StringBuilder, offering methods to add, save, and restore text using TextWindowState."
"AbdurRKhalid","Memento","TextWindowState.java","The `TextWindowState` class encapsulates the state of a text window, storing the text content as a private field. It provides a getter method to retrieve the text."
"AbdurRKhalid","Observer","EmailNotificationListener.java","The EmailNotificationListener class, implementing EventListener, notifies via email using the Observer pattern, updating based on event types and file changes."
"AbdurRKhalid","Observer","EventManager.java","The `EventManager` class manages event listeners using a map, collaborating with `EventListener` and `File`; it implements the Observer pattern."
"AbdurRKhalid","Observer","EventListener.java","The `EventListener` interface defines an observer pattern role, requiring implementing classes to update with event types and files."
"AbdurRKhalid","Observer","Editor.java","The Editor class manages file operations, collaborating with an EventManager to handle events and a File for storage."
"AbdurRKhalid","Observer","LogOpenListener.java","The `LogOpenListener` class, implementing `EventListener`, observes file events and logs them to a specified file, adhering to the Observer pattern."
"AbdurRKhalid","Singleton","Test.java","The `Test` class serves as an entry point, executing the `main` method to initiate program execution without explicit collaborators or design patterns."
"AbdurRKhalid","Singleton","Singleton.java","The Singleton class is responsible for managing a single instance of itself, storing a string value, and providing global access to this instance."
"AbdurRKhalid","Visitor","ComputerPart.java","The `ComputerPart` interface defines an acceptance method for a `ComputerPartVisitor`, facilitating the Visitor pattern for operation extension."
"AbdurRKhalid","Visitor","Monitor.java","The Monitor class, extending ComputerPart, implements the Visitor pattern by accepting a ComputerPartVisitor to handle operations via the accept method."
"AbdurRKhalid","Visitor","Mouse.java","The `Mouse` class, extending `ComputerPart`, implements the Visitor pattern by accepting a `ComputerPartVisitor` to handle operations."
"AbdurRKhalid","Visitor","ComputerPartDisplayVisitor.java","The `ComputerPartDisplayVisitor` class, implementing the Visitor pattern, extends `ComputerPartVisitor` to visit and display various `ComputerPart` components like `Computer`, `Mouse`, `Keyboard`, and `Monitor`."
"AbdurRKhalid","Visitor","Test.java","The `Test` class serves as the entry point, invoking the `accept` method on `ComputerPart` to initiate visitor pattern operations."
"AbdurRKhalid","Visitor","Keyboard.java","The `Keyboard` class, extending `ComputerPart`, implements the Visitor pattern by accepting a `ComputerPartVisitor` to perform operations."
"AbdurRKhalid","Visitor","Computer.java","The `Computer` class, extending `ComputerPart`, implements the Visitor pattern by accepting a `ComputerPartVisitor` to traverse and operate on its `ComputerPart` components."
"AbdurRKhalid","Visitor","ComputerPartVisitor.java","The `ComputerPartVisitor` interface defines a visitor pattern, accepting visits from `Computer`, `Mouse`, `Keyboard`, and `Monitor` components to perform operations on them."
"JamesZBL","abstract-factory","YoungSailor.java","The `YoungSailor` class, implementing the `Sailor` interface, provides a description of a young sailor and participates in factory, observer, and memento patterns."
"JamesZBL","abstract-factory","OldShip.java","The `OldShip` class implements the `Ship` interface, providing a specific ship type with a static description. It participates in abstract factory, observer, and memento patterns."
"JamesZBL","abstract-factory","YoungTeamFactory.java","The YoungTeamFactory class, implementing TeamFactory, creates young team members (Ship, Captain, Sailor) using factory method and abstract factory patterns."
"JamesZBL","abstract-factory","YoungCaptain.java","The YoungCaptain class implements the Captain interface, providing a description of a young captain and participating in abstract factory, observer, and memento patterns."
"JamesZBL","abstract-factory","Captain.java","The `Captain` interface, extending `Member`, defines a role in a crew, collaborating with abstract factory, observer, and memento patterns."
"JamesZBL","abstract-factory","OldSailor.java","The OldSailor class implements the Sailor interface, providing a description via getDescription() and participating in factory_method, abstract_factory, observer, and memento patterns."
"JamesZBL","abstract-factory","NewShip.java","The `NewShip` class, implementing the `Ship` interface, provides a new ship description and participates in abstract factory, observer, and memento patterns."
"JamesZBL","abstract-factory","PermanentTeamFactory.java","The `PermanentTeamFactory` class implements the `TeamFactory` interface, creating ship, captain, and sailor objects as part of the abstract factory pattern."
"JamesZBL","abstract-factory","OldCaptain.java","The OldCaptain class implements the Captain interface, providing a specific description for an old captain and participating in abstract factory, observer, and memento patterns."
"JamesZBL","abstract-factory","Ship.java","The `Ship` interface, extending `Member`, defines a role in a system employing abstract factory, observer, and memento patterns, collaborating with other members."
"JamesZBL","abstract-factory","TeamFactory.java","The `TeamFactory` interface defines a factory method pattern for creating ship-related objects, collaborating with `Ship`, `Captain`, and `Sailor` classes within an abstract factory context."
"JamesZBL","abstract-factory","Application.java","The `Application` class orchestrates team creation using `TeamFactory`, collaborating with `Ship`, `Captain`, and `Sailor`, while employing Observer and Memento patterns."
"JamesZBL","abstract-factory","Member.java","The `Member` interface defines a contract for obtaining a description, without specifying implementation details or collaborators."
"JamesZBL","abstract-factory","Sailor.java","The `Sailor` interface, extending `Member`, defines a role in a maritime context, collaborating within abstract factory, observer, and memento patterns."
"JamesZBL","adapter","Bus.java","The Bus class, utilizing a Logger for internal messaging, is responsible for executing a run operation, with no explicit design patterns identified."
"JamesZBL","adapter","Car.java","The `Car` interface defines a `drive` method, serving as a component in the Decorator pattern for extending functionality."
"JamesZBL","adapter","Driver.java","The Driver class implements the Car interface, utilizing the Decorator pattern to extend functionality by accepting a Car instance."
"JamesZBL","adapter","Application.java","The Application class serves as the entry point, initiating the program execution via the main method without explicit collaborators or design patterns."
"JamesZBL","adapter","BusAdapter.java","The BusAdapter class implements the Car interface, adapting a Bus instance to conform to the Car interface using the Decorator pattern."
"JamesZBL","decorator","HammerSmithOperation.java","The `HammerSmithOperation` class, implementing the `Operation` interface, acts as a decorator, enhancing the behavior of a wrapped `Operation` object, `previousOperation`."
"JamesZBL","decorator","Operation.java","The `Operation` interface defines a contract for operations with pre- and post-checks, collaborating with decorators in a Decorator pattern context."
"JamesZBL","decorator","Application.java","The Application class serves as the entry point, utilizing a Logger for logging, with no explicit design patterns identified."
"JamesZBL","decorator","CarpenterOperation.java","The CarpenterOperation class, implementing the Operation interface, handles carpentry tasks with pre- and post-checks, collaborating with a Logger for logging. It participates in the decorator pattern."
"JamesZBL","facade","CourseFacade.java","The CourseFacade class manages course participants and provides methods to prepare, proceed, and stop a course, without explicit design patterns."
"JamesZBL","facade","CourseParticipator.java","The `CourseParticipator` abstract class defines a template for course-related actions, collaborating with itself to manage course progression and participant movement."
"JamesZBL","facade","CourseStudent.java","The CourseStudent class extends CourseParticipator, overriding the name method to provide student-specific naming functionality."
"JamesZBL","facade","Application.java","The `Application` class serves as the entry point, initiating the program execution with a `main` method, without explicit collaborators or design patterns."
"JamesZBL","facade","CourseTeacher.java","The CourseTeacher class, extending CourseParticipator, is responsible for providing the name of a course teacher, overriding the name method."
"JamesZBL","factory-method","ChineseCook.java","The `ChineseCook` class, implementing the `Cook` interface, is responsible for creating food items. It collaborates with `FoodType` and participates in factory method, abstract factory, and memento patterns."
"JamesZBL","factory-method","FoodType.java","The `FoodType` class encapsulates a food type's name, providing access to it via a getter method. It has no collaborators or design pattern roles."
"JamesZBL","factory-method","WesternFood.java","The WesternFood class implements the Food interface, encapsulating a FoodType and providing access to it, participating in factory method, abstract factory, and memento patterns."
"JamesZBL","factory-method","Cook.java","The `Cook` interface defines a factory method `cookFood` for creating `Food` objects, collaborating with `FoodType` and participating in factory method, abstract factory, and memento patterns."
"JamesZBL","factory-method","ChineseFood.java","The `ChineseFood` class implements the `Food` interface, encapsulating Chinese cuisine types via `FoodType` and participating in factory method, abstract factory, and memento patterns."
"JamesZBL","factory-method","Application.java","The Application class serves as the entry point, utilizing a Cook collaborator to create food and logging actions via a Logger."
"JamesZBL","factory-method","WesternCook.java","The WesternCook class, implementing the Cook interface, prepares food using the cookFood method, collaborating within an abstract factory pattern context."
"JamesZBL","factory-method","Food.java","The `Food` interface defines a contract for food items, requiring implementation of `getFoodType()`; collaborates in Abstract Factory and Memento patterns."
"JamesZBL","memento","Flower.java","The Flower class, extending Plant, manages flower attributes and state via Memento pattern, collaborating with FlowerMemento for state capture and restoration."
"JamesZBL","memento","Plant.java","The `Plant` interface defines a contract for plants, specifying methods to retrieve weight, height, and type, within the Abstract Factory pattern context."
"JamesZBL","memento","FlowerType.java","The `FlowerType` class encapsulates a flower's name, providing a string representation. It collaborates within an observer pattern context, notifying observers of state changes."
"JamesZBL","memento","Application.java","The Application class serves as the entry point, utilizing a Logger for output, with no explicit design patterns detected."
"JamesZBL","observer","Northern.java","The Northern class, implementing TimeObserver, updates based on TimePoint changes, logging events via LOGGER within the Observer pattern."
"JamesZBL","observer","TimePoint.java","The `TimePoint` class encapsulates a time-related entity with a name, providing a string representation via `toString()`. It has no collaborators or design pattern roles."
"JamesZBL","observer","Time.java","The `Time` class manages time points and notifies registered `TimeObserver` objects, adhering to the Observer pattern."
"JamesZBL","observer","Southern.java","The `Southern` class, implementing `TimeObserver`, updates based on `TimePoint` changes, logging events via `LOGGER`, fulfilling the observer pattern role."
"JamesZBL","observer","Application.java","The Application class serves as the entry point, initiating the program execution via the main method without explicit collaborators or design patterns."
"JamesZBL","observer","TimeObserver.java","The `TimeObserver` interface defines an observer role in the Observer pattern, requiring implementing classes to update based on `TimePoint` notifications."
"JamesZBL","singleton","ThreadSafeDoubleCheckLocking.java","The `ThreadSafeDoubleCheckLocking` class implements the Singleton pattern, ensuring single instance creation with thread safety via double-checked locking. It collaborates with its own volatile static instance."
"JamesZBL","singleton","EnumDirector.java","The EnumDirector class, with no collaborators, overrides the toString() method to provide a string representation of an enum instance."
"JamesZBL","singleton","LazyInitializationDirector.java","The `LazyInitializationDirector` class implements the Singleton pattern, ensuring a single instance is lazily initialized and globally accessible via the `getInstance()` method."
"JamesZBL","singleton","Director.java","The `Director` class, implementing the Singleton and Memento patterns, ensures sole instance access via `getInstance()` and manages state restoration."
"JamesZBL","singleton","ThreadSafeLazyLoadDirector.java","The `ThreadSafeLazyLoadDirector` class implements the Singleton pattern, ensuring thread-safe lazy initialization of its sole instance via a synchronized `getInstance()` method."
"JamesZBL","singleton","Application.java","The `Application` class serves as the entry point, utilizing a `Logger` for logging, with no explicit design pattern roles."
"JamesZBL","visitor","Boss.java","The Boss class extends Unit and manages a collection of Unit children, facilitating visitor pattern interactions via the beVisited method."
"JamesZBL","visitor","Engineer.java","The Engineer class extends Unit and manages a collection of Unit children, facilitating visitation by UnitVisitor instances through the beVisited method."
"JamesZBL","visitor","ManagerVisitor.java","The ManagerVisitor class implements the UnitVisitor interface, visiting Engineer, Boss, and Manager units to perform operations, with logging capabilities."
"JamesZBL","visitor","UnitVisitor.java","The UnitVisitor interface defines a contract for visiting different unit types, collaborating with Engineer, Boss, and Manager classes."
